"id","geom","LENGTH","NOM"
591,"01050000204F660000010000000102000000020000000BECCC0B7DCF29C17C70E701D4524E41A08E330167CE29C1859DB316D1524E41","115.979","RUE CHAUNY"
592,"01050000204F66000001000000010200000008000000B974737811CE29C101374CDDAC524E41639CDA4D55CE29C19DC8F164CE524E41A8FCC9D655CE29C13B7D02C7D4524E41F475FEAD3ACE29C13A39E0AAE5524E416E68256721CE29C12A26EC55F9524E41937C1A870ACE29C1AF6B2BC417534E4165DAAC5CFACD29C1E8D5906427534E41CA88421E0BCE29C1F33C9B6844534E41","264.343","RUE BUSANCY"
593,"01050000204F6600000100000001020000000200000010BB2EFDBACD29C13E9070E9EF524E41D2395B6945CC29C166E276EB22534E41","177.21","RUE ST OMER"
594,"01050000204F66000001000000010200000009000000E9C2B9E7E3CD29C1E5F5F45324534E41E683B4976DCD29C1065D49BB2D534E41FF8096B808CD29C114EE5AD635534E41754F5C0C94CC29C18B2FF20540534E4119557B4440CC29C1DBE3C27044534E41D9F1E7F1DDCB29C14DA9C35F45534E4104C138FC92CB29C122C86F6141534E41875C738A5CCB29C18B2FBC123C534E41908C571841CB29C14B87D3D935534E41","295.699","RUE ROCROY"
595,"01050000204F6600000100000001020000000200000027EDCEC5ACCE29C19D14AACFB2534E4167E9063568CC29C10658360A80534E41","256.197","RUE ABAINOU"
596,"01050000204F660000010000000102000000080000006B441835B4CF29C1DA5F13779F534E4148DF851D9FCF29C18B5857183B534E418480CBA18FCF29C1B19180CCBA524E4106944EB183CF29C140427E7E6F524E410245BEDA72CF29C1C532104618524E41A796AF8F63CF29C17F57456490514E41AEB0FE4855CF29C18F7FF13429514E414FD73EDC52CF29C11CBC9D0328514E41","1048.819","RUE CHEVALIER BAYARD"
597,"01050000204F66000001000000010200000006000000BDDF3E0712CF29C1ED4F0F252B514E41A116FFEF88CD29C1278B26ECC9514E41C7A981EEEECC29C1A77309B90B524E41FFF71C39A2CC29C10AA2473A2B524E41F5A413346BCC29C19EAF90A544524E41FF317A2F3ECC29C15A378FCF5A524E41","587.49","RUE SIJILMASSA"
598,"01050000204F660000010000000102000000070000009A820D5CEBCD29C176475CED99524E4118CCC44D93CD29C1F7FF88147E524E41D2A7767AF8CC29C10E3DC8424E524E41EF1172D6A8CC29C16A7300F237524E41D757605732CC29C1A9ADAE7819524E414D806611D6CB29C1DF2013A303524E41F1F03E27DDCA29C189F353B8CE514E41","470.442","RUE DE LA COMPIGNE"
599,"01050000204F66000001000000010200000003000000D861E93973CE29C178128C8B33524E41AF33D94290CD29C18E88148F6C524E417E1ECFF06BCC29C1623BC744B6524E41","306.415","RUE IBN AL MOUATAZ"
600,"01050000204F66000001000000010200000002000000F3468371EACC29C121B392248A524E4178DF70454DCC29C175DD9EE763524E41","91.196","RUE NEUCHATEL"
601,"01050000204F6600000100000001020000001100000049F163F364C929C12A7AB496BB514E41476D2756D2CA29C15E5869950A524E41C47039833BCB29C12CC52B2823524E419C1FC62F84CB29C1809EC98531524E41C6D5489FB4CB29C1E3B34D3B3B524E4142A22C4AD8CB29C169A245D243524E4170F5A7C9F0CB29C17C8F56784C524E412EC7FE9AFFCB29C1C199F85C52524E41944A0F7B01CC29C1FAF87DF355524E418D91052D0DCC29C1FF69F9105D524E415E7E2A9017CC29C196C1315F67524E41EBAB87FC1DCC29C19285C7A97B524E410CE27A3316CC29C19746AE7190524E41DB5EFC3106CC29C174B527CFB4524E4149F8C19AF6CB29C1B2A3326CCA524E4100BCB964CECB29C13F04AE8BEA524E41A490D4A2BBCB29C1F5388800F7524E41","654.898","RUE SIJIL MASSA"
602,"01050000204F66000001000000010200000002000000C8F48D911CCB29C18BC7A3DE2C534E4186871CEFB5C929C14FA3582FA9524E41","264.733","RUE CHARLEVILLE"
603,"01050000204F66000001000000010200000002000000528C6A7080CA29C1820A9BA97A524E41B77821FFE3CC29C14153AE8FCB524E41","288.065","RUE OUROA B EL OUARD"
604,"01050000204F66000001000000010200000010000000B19785BC03CB29C1036F1EB888524E418DC2846E1FCB29C179DE6C367E524E41357865C82CCB29C10DE37C9372524E413E5D4BB92DCB29C1C899A6FF6A524E41413FD5722BCB29C1E99ECDA062524E413CC44BF822CB29C1412A534E5C524E412462626012CB29C17FDCD30254524E412BFB1243FDCA29C14F18B1264E524E412315D099CECA29C1ECAF2CD346524E415700627490CA29C10853118E43524E41790BBCCF19CA29C14DE227F748524E4188F12027C3C929C16FF4739950524E414920637242C929C1E65C7A6B62524E4159133052A5C829C1EC952D3375524E4129BE9C8A2FC829C16DCD38F784524E419270A91D95C629C107E86C838D524E41","606.055","RUE DE PLANQUETTE"
605,"01050000204F660000010000000102000000020000002E6DBB5244CA29C1DFD63601F9514E41238F9C34D2C829C1B723378FB3524E41","345.861","RUE LA PYRAMIDE"
606,"01050000204F660000010000000102000000020000000466B0062CCA29C13CB74CBFF2514E4134D33DF194C629C154511B8FFD524E41","585.433","RUE CAMILE SAINT"
607,"01050000204F6600000100000001020000000200000051BE1DF25FC829C1F855AE5872534E412323C62ADDC429C108CC5ECF0F534E41","408.7","RUE DE SUISSE"
608,"01050000204F66000001000000010200000003000000E00510D173C529C11BB5C8F2E7524E4184DE43C7A5C829C1FFFB9BF938534E41A5C3B4A2FEC929C1634B923B5A534E41","520.399","RUE RAHAL BEN AHMED"
609,"01050000204F6600000100000001020000000200000052BC78FB3BCA29C103AE641AE1524E418635296A08C829C10420F3491A534E41","253.316","RUE DE PERONNE"
610,"01050000204F66000001000000010200000002000000867FDA42C0C829C1626ABE82DD524E41633FD34DD7C729C1D9968E5B1B534E41","141.27","RUE MONMATRE"
611,"01050000204F66000001000000010200000009000000F89200B3DEC929C110B2291AC0524E41669AB9BA1CC929C14AA06315CF524E411FC69862B1C829C161BA3704D6524E413E24268E3DC829C12D08DC6FD7524E413B111C0DD8C729C10197C7F8D7524E41CD92668D8BC729C130199B61D4524E410D864C2B42C729C14313F260D0524E415C2F6E51DAC629C1BD1ED38FC8524E412781CFA615C629C175BBE83FB7524E41","417.177","RUE DE VEROI"
612,"01050000204F6600000100000001020000000400000017DDA291A6CA29C1DF384B9B09534E4145FABB6B30CA29C18A4279FC14534E41D7D1536A6EC929C1B480929223534E41608C62EC9DC829C1ADF1F03C30534E41","226.53","RUE VIMY"
613,"01050000204F6600000100000001020000000200000008B6C89005C829C195020023DE524E41D1A5D8A120C729C17657C26B0C534E41","122.48","RUE MENIUL MOURAM"
614,"01050000204F66000001000000010200000002000000BC59EE6EB6C629C1D1122E0511544E417DAD6EAF03C629C1F3A326E48A534E41","234.687","RUE BAHALIL"
615,"01050000204F660000010000000102000000020000008674644B37C829C100C9DCBA4A544E416BB33D1832C729C1B637793E88534E41","340.56","RUE DE DAX"
616,"01050000204F6600000100000001020000000600000091EC9F8D8DC629C17BEA75E7FF534E41D3C1F3CA8BC529C19AE087AA1F544E4154DB0E9864C529C11199BBB222544E4179E3759E36C429C186526FA72A544E414BADFF85ECC229C1D72CF17A22544E41A3FA022CAFC229C1E7DD55B120544E41","427.248","RUE DES SAVES"
617,"01050000204F660000010000000102000000020000000B319D0644C329C1C64ED1CCA3544E4126D03EB3FCC129C1EC257DB7AE534E41","428.912","RUE AMR IBNOU ASS"
618,"01050000204F66000001000000010200000003000000202FD49EB4C529C1959DCE3B4A544E418A63F037C4C429C1C16D305A94534E41767F901EC2C429C1040D045D94534E41","318.851","BOULEVARD BOURED"
619,"01050000204F66000001000000010200000004000000C2486E4E6DC329C159B64296A3534E41AF6990D101C429C1DB1D1D7B11544E419E8767FA16C429C15136A4AE22544E41040F4B2261C429C1A1CD876558544E41","316.756","RUE JULES CESAR"
620,"01050000204F66000001000000010200000003000000AA6E3B5A40C529C154D57C7861544E41803E0E68FDC229C14B73AE175D544E41A908CA14FEC229C10311C6165D544E41","241.658","RUE DE LA VICTOIRE"
621,"01050000204F660000010000000102000000020000005AF06321D8C229C1343617015E544E419350537529BF29C1289FA2DBB8544E41","420.771","RUE DE LA PARTICIPATION"
622,"01050000204F6600000100000001020000000200000022FE7D5C84C229C1A8403FB022544E41FB8ADF99D2BE29C132F803AD79544E41","419.728","RUE DES FRANCAIS"
623,"01050000204F660000010000000102000000020000007C99606508C329C1AF359C4684544E411ACF2D2E6ABF29C147DFA762EA544E41","421.525","RUE DU DOCTEUR ROUX"
624,"01050000204F66000001000000010200000003000000AE26560DD6C029C1843B7AB9F2544E411458FF9C87BF29C1937D429EFC534E4105C6951A2BBF29C16BD5CBF8B4534E41","556.437","RUE IBNOU ROCHD"
625,"01050000204F6600000100000001020000000500000068DD964E29BE29C1B71FC5ACF6534E4185369B5A43C029C12E7B9AE3E8534E416922D55F03C229C11ABA97A5DC534E41A994F44E80C229C121E18FCED8534E41F96A220691C329C159427F64CB534E41","581.469","RUE MICHEL DE L'HOSPITAL"
626,"01050000204F66000001000000010200000006000000C89F790A83BE29C1462DA20638544E41140BAC216FC329C17EDCE1E6F4534E41961CB62DCBC329C11F762DBAEF534E419BE9F71183C629C1A2AE42DCDE534E41219889A1FEC629C162CED3A5DB534E41591EB230C3C929C1BC1966D7C9534E41","1216.008","RUE ZOUHAIR IBNOU AL OUAM"
627,"01050000204F66000001000000010200000002000000A26C52C356C929C19586F795E0534E41C566DF24BBC829C128EC20AC80534E41","171.85","RUE ROCHELLE"
628,"01050000204F6600000100000001020000000B0000001FEAA5F12DC529C1BE392746DF524E41474E8C0FC4C229C181E4A66F75524E41E7A157F058C229C1CFB1CDB75D524E413BDC02309FC029C1C6D3428BEF514E41BE9FB7065DC029C121A4D76EDC514E416120FF704FBD29C1DC0D6039F8504E41188AF9880EBD29C1084DA2B5E5504E4111EAF891BDBC29C1D3F71E8DCE504E41B80E77AFABBC29C1FD4602FBC5504E417B045F4396BC29C12152FBBCB8504E41374F3F157EBC29C1AEFE964452504E41","1474.419","RUE DES OUDAYAS"
629,"01050000204F660000010000000102000000030000001F9BE605B2BF29C1F7D72611AF504E41F1D1419232BE29C166CB90B3E7504E4119D6271CBFBD29C1EEB961B9C5504E41","259.536","RUE IBNOU GHANIA"
630,"01050000204F660000010000000102000000020000004A5EE351DBBC29C1A6F40040E1504E41790E351A24BA29C11726415260514E41","358.366","RUE DU LIEUTENANT FERNAUD"
631,"01050000204F6600000100000001020000000B00000048B0B9820EBD29C1C38A577BDB504E41531BBE667FBD29C1FD13DB8ECB504E41F5FD7976E8BD29C113B99647BB504E4167F6F92C64BE29C17897CAF1A8504E41C1BBEFA3D4BE29C11A3511EB93504E4179D7691D20BF29C190BA3DFB84504E4158757E0456BF29C17F19D8DD7A504E41062A68D9BCBF29C14A5FC5BE62504E4115F95908F4BF29C19C5BF51955504E417341531228C029C1A9727DD144504E41AC7B9F1428C029C1A141831F43504E41","420.204","RUE ZINEB ISHAQ"
632,"01050000204F6600000100000001020000000400000095D634ACCFC329C1A8CEE2BF62504E417B529FCB0EC129C132633A1F894F4E417AEF88AB71BF29C172E1C2A5014F4E4152A1CC2460BF29C15B78A494FB4E4E41","761.205","RUE SERGENT CHEF LOUIS FERRE"
633,"01050000204F660000010000000102000000040000009CFFA0488EBE29C1D9816BCC994F4E41228A302F8FC129C174EBFED00D4F4E4132B823F40CC229C13EC19ACDF44E4E41CE07513113C329C1A5CC743EC54E4E41","597.534","RUE MARISCAL"
634,"01050000204F660000010000000102000000020000002890656F3AC429C197F6A4B2144F4E41A73B5BD253C229C1318328CE6D4E4E41","343.304","RUE FERAUD"
635,"01050000204F6600000100000001020000000C000000874558E3BDC729C1C77F9BE87B4E4E41D00C82B8FAC429C1251E608EFD4E4E41D10F2159BBC429C19B9FA2090A4F4E419F8264C51BC429C1F461E1A7274F4E41DABBD0AE21C329C10BF551FA594F4E41239DE95BA1C229C1B382D38B764F4E417992CCEB49C229C11D2A4BBC8F4F4E41917913E1F7C129C162C782E5A84F4E41C0A78EC4C8C129C1D7135EFCB74F4E41CBA975A456C129C1B48779EADD4F4E413FAB74B5F1C029C1A80A5D1501504E4122B6D47E5FC029C1734628DC32504E41","1081.019","BOULEVARD HASSAN ALAOUI"
636,"01050000204F6600000100000001020000000900000012111AA826BD29C1380E69EA624F4E41AF387112B1BD29C163CA23AB3E4F4E410C87FCFFE1BE29C1AD1EBE65044F4E416B8685B785C029C1642E921AB74E4E41B3621DFEEBC029C1083EE320A44E4E412D796B7FD7C129C11F4DF66A7A4E4E41B55EC72B70C429C1660E7468FE4D4E41473A0D20B5C429C1A44AF840F34D4E41078BD48503C529C16622E273E44D4E41","1053.339","RUE SOLDAT EMILE BRUNET"
637,"01050000204F6600000100000001020000000200000054F48EFC59BE29C17124020450514E4119A921AA29BC29C18D0E70AC7C514E41","245.012","RUE ZIZI IBNOU ATTIA"
638,"01050000204F66000001000000010200000002000000336F5D8E1CC129C1D7628C9ED9514E4191062CBD7DBE29C12BAA95BB18514E41","424.992","RUE A. YOUSSEF MESDAGHI"
639,"01050000204F66000001000000010200000002000000AF0A795013C329C1E962180A7A514E417847F7FB1EBF29C12DEB666B0A514E41","460.797","RUE HASSAN IBNOU TABIT"
640,"01050000204F660000010000000102000000050000002BFEB80B5EC929C133CB8A3FAF504E41D404A9D92EC729C187779D2B51514E417E841138FDC529C1A6D64FB0AA514E410C7DAD31E4C329C1F5288B7247524E41F1BB0762DEC329C1BAF546E947524E41","897.082","RUE EMIR ABDELKADER"
641,"01050000204F66000001000000010200000004000000DF5078354DC229C181C390BE50524E417840900590C429C12DA80D3DA9514E41F8DEF2BABCC629C1C138DFBE07514E417F86905EFFC729C1A4E22D00A7504E41","931.936","RUE DU SOLDAT TAOUFIK ABDELKADER"
642,"01050000204F66000001000000010200000003000000D40F6310C6C629C16A698B6EA4504E4160329F376DC329C1A05F680E9C514E415019874692C129C14EABD3D026524E41","848.061","RUE DE L'ADJUDENT EL OUAKIL MOHAMED"
643,"01050000204F66000001000000010200000002000000A9CE193A89C629C127CF3AC773514E41ACA1CD1132C529C1EDCE407328514E41","189.95","RUE BOUCHBIB BRAHIM"
644,"01050000204F66000001000000010200000007000000C74265B4EEC429C1C119AB9A24514E4189AC390C8EC429C13CFE87210F514E4158F54A2C88C429C1052319210C514E417B94651081C429C1C5FFC83704514E4176A21F7B73C429C14FAADB51E7504E414031A9BB3BC429C15FA2686A89504E4174FE1BFB38C429C1827BBC4984504E41","287.218","RUE BOUCHABEB BRAHIM"
645,"01050000204F66000001000000010200000012000000D96014BAE7C329C104100D547F504E41A6E344AB81C329C1D74B87CA9F504E41E5EE484E38C329C1274509BDB8504E41AEAEE23A11C329C1A1346DC8C9504E41FFA22D4CC9C229C10DBF7EEBF3504E414C03E063ADC229C15DD2E4E704514E41C9EDC9C5B4C129C1977E30F493514E41E5CFD9F1F7C029C1D267CA81FD514E417DFEF7A2B8C029C1F5007E5322524E4125A234508CC029C1FFEC1BF537524E415E54D3A66AC029C15121898646524E414342880743C029C1D4A6D5F551524E41E3F8386005C029C1D0663F5160524E418B5DC1DDB9BF29C1A5F750CD6F524E41E3E13A0C66BF29C163C6956280524E41057B29D41BBF29C1447D7B2A8F524E41277DFDB77BBE29C1D62134E1AE524E4152E188590FBE29C13FB9BA4BC7524E41","1175.634","RUE DE L'ECRIVAIN"
646,"01050000204F6600000100000001020000000D000000708647DD6CC229C1146C4C2572524E41341E296938C029C1ED160E9CB4524E41BB7CB87586BF29C18E4DEDCBC7524E415A2D99143DBF29C114FC008CCF524E41EA3A66E306BF29C18E954BA3D2524E413B1CBDCAB5BE29C1746EBB5DD2524E414582C6FE46BD29C15F5924B4C8524E419068DEF153BA29C1DA0353F4B7524E419989F8B8B3B929C152F146EEB4524E41EEEFD5F7F6B829C1AAB4F769B2524E41709895A221B829C10EDAF863B7524E4136E93291CFB729C17BE751AEBB524E41CB5955F795B729C17D0CBC2EC0524E41","1195.381","RUE JAAFAR EL BARMAKI"
647,"01050000204F6600000100000001020000000900000005BD3EE284B729C1D1079FC4BC524E41FD25FDDDBDB629C1D781E5F22D524E41B6BDC49C79B629C1BCC94AC2F4514E41180CC8FB17B629C17A829A76A2514E418146AAEF86B529C1985F0CD615514E41031D8E85F0B429C13D19B3548B504E4183913E1EB5B429C1D1F58E6858504E41AA2A7A5154B429C14948D2BFFE4F4E41CBB47AC439B429C1BE787F4AE54F4E41","1257.833","AVENUE A"
648,"01050000204F66000001000000010200000008000000D076854308B529C1FCEB88B77C4F4E41A17E033476B429C1CFC83532C84F4E4194670FDA52B429C1661A279BD34F4E41CB45ED0136B429C15E92885ED94F4E41390BA20D07B429C1BBE1B295DF4F4E41F939BB052CB229C1EFF2A99200504E410D4893566CB129C1BA9998270D504E4194A3B1828BAC29C1AB55268861504E41","1027.79","AVENUE D"
649,"01050000204F6600000100000001020000000D000000CE445CB95FB829C16147E641EA4F4E4196519A3DEFB729C1D2C989B502504E4152D4B7976FB729C1B90447B01D504E411B055B7021B729C1D1ABDEA12F504E414087CBD9CBB629C1A0AF50053C504E41EB4A6A1756B629C1DB66E58047504E41CFE278580FB629C11044567C4D504E41FFFB5CE8D0B529C104A9A45E52504E415FAFB5888FB529C1338ED63656504E412E6E55EA28B329C10C3F500380504E41B1D9707998B229C1F63098E689504E41FE1987D23CB029C187659B39B2504E4153AF305346AD29C1CE9F13D3E4504E41","1271.117","AVENUE C"
699,"01050000204F6600000100000001020000000A0000000CCD4D206C7A29C11A2EF7CC2A584E41BF0690B7D17929C11E642ECD82574E41DEE9025FC47929C1C8191BD574574E41A726DBCBB37929C10FEEEA1263574E419B93B12EAB7929C18FEF81AC5C574E41C2F0B21FA07929C1B74590B855574E414655A7A72C7929C1EDB0008127574E411FA079FCED7829C1AEB760C80D574E41DE4A026C847729C1D14800737A564E41DAD1EDD4247729C1D4B047B552564E41","868.456","BOULEVARD M'BAREK BEN BOUBKER HAMMADI"
700,"01050000204F6600000100000001020000000E0000002AD55A72F1A129C11FD95DBBD3534E414A62A1F9AEA129C17624223AF7534E4105D613D983A129C17A733BE105544E41F88FC73A4AA129C13E5ADE9711544E41F8560F0EEAA029C17443226A1B544E416C943C976FA029C1FC5EC7C424544E41D64DA7AC7E9F29C1890A41723D544E415F302685609E29C191C094C458544E41B26B1AB5AE9D29C12C9B3D386D544E41E9628068259D29C1C5E4EE117F544E41CA237C69539B29C1A8BDD7DEBA544E4116370E919A9A29C13561C872D1544E41AC10201AE59829C1B7F02F020B554E4130653183799829C1D914A1321B554E41","1166.549","BOULEVARD KHALID BNOU EL OUALID"
701,"01050000204F66000001000000010200000002000000E82EC7633A9C29C17919EBAC8F554E4150B93B74C29B29C1CADDCD1552554E41","113.753","ALLEE POSTE"
702,"01050000204F660000010000000102000000020000009B76A5A7B7A029C1CBAD11E5B0544E41DB46A979B39D29C12ED2E337E4544E41","332.865","ALLEE DES SAUGES"
650,"01050000204F660000010000000102000000470000003903796ECEB029C16592DA0734544E41530B9CF87CAC29C16AECE20C7D544E41D831C0EE73AA29C1FD5A35CCA0544E41B291B53B06A929C1957F08B7B9544E4106218EC3FAA629C122D85D4DDC544E41123CC37B90A529C1A25CFB02F4544E410FD4528850A329C19AA23D931B554E41CBC00FC143A229C1BFB624812D554E41FF4509A7E3A129C1AB5B8DF030554E41E0BF2F7A93A029C1654015222F554E41F1FD76A5529F29C1CD8E60D92D554E412EB94448EB9E29C1DB497AC72D554E41158C10A77C9E29C16DC99CFE2B554E41025F73FC209E29C1A2150BE22B554E4125F3992FD89D29C1EF0713422C554E41E2D3F5408D9D29C1B87EC1FF2E554E41FB76974C0A9D29C10DB4535737554E4123744930AF9C29C1298E7A1F3D554E4188375225699C29C182A4D7CB42554E41230058F5299C29C15ABC4D1446554E411BB9267EF69B29C14C54FAB248554E41C0BCEC63889B29C11FEA489F4A554E41B915293D139B29C12BC8567C4D554E417F169915A79A29C15E49824D50554E41191797842F9A29C118091F1152554E4152E295DA069A29C18793D6EF51554E412A795451DD9929C1337E822652554E41E77364B4BC9929C11FC49D7D50554E41D195C265969929C13B20B9254C554E4178BC362A5A9929C11A9770C044554E413989E32E239929C15EFEED983A554E412E576B20EC9829C1DCA6837130554E41C58EAE13B99829C11656605B2A554E4142E2BE7F8B9829C1DFFA872525554E415FE4CB3F709829C11EF7A10623554E412B77F8DEF69729C121AFF21B1F554E41F6E4E19B619629C1E7EF3BA817554E41803478FFBB9529C19DFBF80F13554E41B42589D63E9529C169FE49E70C554E41D363B64E6A9429C1E10B6690FE544E41E6D786C6319329C108B0FBA7E7544E41D8CB8A1C909229C13FFEA924DD544E41F1DF7059EF9129C1F8CA9AB8D1544E4123CB7CBC6A9129C1180B546AC8544E4111234CF3189129C16107377CC2544E418E26DE2DDB9029C15CFBD942BE544E418A837A3E9F9029C19EAAD17ABA544E4176844C52E88F29C1E8999629B4544E41E92B286DB48E29C108DB83F1A9544E4120E9346DCF8A29C1799FADD389544E4149D05AB1F78829C1F6BA3A727B544E419CF1508B688829C1A9A7674776544E416CEB89AEF48729C149F1EEC772544E4141FDD93DC08729C1C5D20DB171544E41979A1770868729C10B3A63FC71544E41A77ACE30218729C1AF25162571544E41C27A3368E98629C1FCBFBC3C73544E4182518D73728629C1D0BC6CF376544E41F390AE19FF8529C1AAA7ABB87A544E41AEAA210E9C8529C10F1816F07D544E41DDD2702C378529C112996EA281544E4111A8692E1C8529C179ED0CAD82544E41F68A1248F68429C1D72F1E5283544E4133ABC0948D8429C1D8BA194E84544E41CF47C4814C8429C11A0446BB83544E41FB5C304BF98329C19F840D7181544E4137D934BAB08329C1D149A82C7E544E41F061C5205F8329C11EDF3F807A544E4160B4839E148329C14764E38774544E417D00B340D38229C1357E9A5270544E41C58669BD8C8129C1CDBFB60B54544E41","5165.308","ROUTE PRINCIPALE RP36"
651,"01050000204F660000010000000102000000220000005BCC60D7C38529C1BDB3468789544E41B874174A9C8529C14E9C4F028C544E41D76101FD798529C17B23B5A28C544E4147E8ED0A3B8529C117FEAB2390544E4108B9BE15EC8429C15F2C2FFC95544E4188E780DDA58429C1F35CC48199544E411694D6AE688429C135A158A09B544E411C36D607108429C187DD6FB89A544E4104A43B1CB08329C16517FB0A98544E415916785A418329C16CFDB3E190544E4150B7C551EA8229C1266096C88C544E41EED0D2997B8229C19F13C51786544E41EA2D912B168229C1E282CDF882544E413C4D2CBBD88129C16A25E2D482544E41388A6489828129C1019B582A89544E4192E5A43B788029C1E0BDFC1AAC544E41FB8CD527F67E29C1DB66D90FDF544E4186FF0DFF2E7E29C165E4BBBEFB544E41B27456F6937D29C1C6FECBEC15554E415EE2AC61057D29C1249606592D554E41D474E9856F7C29C151E651B145554E41F3821427EF7B29C167DC83C35A554E41AA090C83AD7B29C14414189A69554E41C066EEDD8B7B29C1CD71057F71554E41267140D25F7B29C1D0A924527F554E41F59B9336347B29C12B81559B92554E4178A74660007B29C18404A2B1BB554E410D3D8F54D27A29C1F4C9AB7FDD554E413F748192B37A29C14F315FE7F3554E41F23BFE2C9A7A29C1310041E308564E41C8B2CECB947A29C19A7FE79D1F564E41A464CDA59B7A29C16D2695B931564E41EBDD0CC9BD7A29C1165D4D6D46564E4181F86858017B29C1996EF93071564E41","1662.761","BOULEVARD AHRASS AHMED"
652,"01050000204F660000010000000102000000080000000FA2BC7C1A7B29C13B510E0485564E411B8512DBDD7B29C1FAB7BD8DF9564E413D29C0E4D17C29C1EEBFE99C8D574E41F31C7EB9F57C29C1341B9AEEA0574E4155402FC7047D29C1E71F121CA8574E414A1341AB157D29C1A14BBEBFAF574E416719A9FF547D29C1D8969820BC574E41436B42029E7D29C11A3656BEC5574E41","606.72","BOULEVARD BENSAID  SALEH MOHAMED"
653,"01050000204F66000001000000010200000008000000AAA7B294AE7D29C1527B9E2123584E4108F00D6FA37D29C1BD065C5609584E41B69730A1A47D29C187BFA25FEB574E414E2F838DB47D29C164B00185D0574E41AEA58741D07D29C1D01B4DDAC1574E41EA712034A37E29C1C8891D1879574E41778449C4158029C159DA7B89F4564E41F902D8FAA48029C1D698D05AC2564E41","685.173","BOULEVARD EL GHADAOUI ABBAS"
654,"01050000204F6600000100000001020000000200000071E34FC11E8629C1B50CA5AA31574E410A0A01DDE48429C1B6EB785A9A564E41","283.06","BOULEVARD MOUAD BENJABAL"
655,"01050000204F660000010000000102000000030000000338C0F1388529C1F5AB91B579564E4123010C51008329C150D2A85671554E41DA688094108229C11613A59AFC544E41","716.447","BOULEVARD MOUTANA BENHARITA"
656,"01050000204F6600000100000001020000000200000006879D463E8829C152708D0716564E41703BFB4F148629C1F4E27E3F11554E41","490.393","BOULEVARD AHMED BEN BASSOU"
657,"01050000204F6600000100000001020000000E0000008906B94FD98A29C117800A51C2554E417C57FEB7EA8729C14F8C04CA26564E41AAF15B6CE98429C1DA0B09FD8E564E413785BE82488429C182CCD035A4564E41AB4152B8E08329C1E1508FD1AD564E410B72E19A5C8329C15783F686BB564E4176ABF313CD8229C1C718982EC8564E4195A805C37E8229C113BCEC82D0564E41DBB55514398229C10DA27746D4564E41FBD54CD9F78129C14B0CB26ED7564E41093C21EEB38129C15356D914D6564E41BD3FFEBD5D8129C133EEBA69D1564E414FB2B94F208129C16D0E5CECCA564E418BE6D96FD28029C15D375CB2BD564E41","1188.294","BOULEVARD ABI DER ELGAFFARI"
658,"01050000204F660000010000000102000000050000009DAB216AB28029C16C962D30B8564E4109E12302408029C1159049458A564E41868607F3A97F29C1DE1E95B344564E41AE3936CB1A7F29C1252685EC01564E418D2D9314107F29C14E5EA39CFA554E41","359.887","BOULEVARD BEN AHMED AL ABDI"
659,"01050000204F66000001000000010200000008000000417BDD089B8729C14DA63215B5554E41914279873D8A29C10BEB9D9C58554E410171FFA4AD8929C1B74CF7320C554E417067F21C1E8829C1E1BE6F72F2544E4150F501237F8729C1ED9DFBC8E6544E419DB91FD8EE8629C18674B8C7E9544E41457AFB050C8529C1A43F211726554E41E5F22BF5078329C17F360CA16B554E41","1230.46","BOULEVARD SAHIB ARROUMI"
660,"01050000204F660000010000000102000000060000000D0280F7078329C13F15F9BD6B554E41620112A8C38229C16C8094B96F554E41A8908189038029C1CD9FB97FCE554E419800264FE47D29C13069320818564E4182D5611A237B29C127281FFA74564E4175B49483207B29C1EC688E5D76564E41","953.667","BOULEVARD SAHIB ARROUMI"
661,"01050000204F66000001000000010200000007000000C36A8F7CEE7A29C1CC16AEF77C564E41A9EA35A02B7A29C1DCDA275E97564E41CC183C93957929C1298AA887AC564E41DA4753A0437929C1F362FC1CBA564E4167BA5006C77829C1636E1F6DD1564E41145296C6987829C19B751445DA564E41337931478B7829C1264DDC42DB564E41","299.701","BOULEVARD MOKHTAR"
662,"01050000204F6600000100000001020000000800000039AA5919667829C109309AF6E4564E41DE1731E39E7729C1FDC285A10B574E41F5AF3208067729C1324A98CF2A574E4145350713FB7529C18BA33A9D5D574E41E3AC018DDE7429C1AC865CF395574E419BD00BF8497429C1D82B6C60B2574E4143F6450E0F7329C18AE90068EF574E41EC2F9307077329C1932DDE59F0574E41","724.736","BOULEVARD MOHAMED AL KAROUANI"
663,"01050000204F660000010000000102000000050000001F55718ECA8129C10C7D906DDA5C4E417C2D9C8C9D7F29C1A21FE7E9035C4E41896F7AEB897E29C1AF4988B0995B4E4167E33A961C7E29C13FD2A8866D5B4E41A083ACC8637D29C16B142036195B4E41","880.981","BOULEVARD HOUCINE BEN MOHAMED BEN AHMED"
664,"01050000204F6600000100000001020000000300000071D54E4C8E7E29C1E4D8BDAD905B4E41CDB8BE05B08129C1D3292D400A5B4E4111F91F73818329C1863C62A5BB5A4E41","635.257","BOULEVARD AICHA BEN YAHMOUD"
665,"01050000204F660000010000000102000000040000001631CF1FDE8529C1C7B829860A5B4E411B9AD40E888329C16A906DAB7B5B4E41A5AEF8A9898229C1ADD91D78AB5B4E41454BF18CFE7F29C1B4CE8788235C4E41","780.794","BOULEVARD FATIMA BENT AHMED AZLIF"
