"id","geom","LENGTH","NOM"
222,"01050000204F660000010000000102000000020000006ADA17CFD9FC29C15C711B9A454D4E41F7D08B6B99FA29C12095429E9F4D4E41","282.934","RUE IBN KHATIR"
223,"01050000204F660000010000000102000000090000000A2BC2687F002AC1899275FDCD4E4E41C576D817B6FE29C19A6AA4DD5C4E4E415DF0486580FD29C17E1536CC104E4E417B5AD884FBFC29C10BFA346DF04D4E41C6090D0C7CFC29C14F1D363CCF4D4E41B66F92D23AFC29C12D805744BB4D4E41F87C3C0028FB29C188CD2CE05B4D4E41C98AECA929FA29C18361BB8C034D4E41E65AAE8525FA29C15BD63C98014D4E41","1024.704","RUE ABOU HASSAN ESSAGHIR"
224,"01050000204F6600000100000001020000000200000077E7BA0A0BF729C152F4FD1F874C4E41FA6F084F12F829C113148BB6BC4C4E41","141.265","RUE DES ACACIAS"
225,"01050000204F66000001000000010200000002000000229ED66E6BF929C1361608BF0F4D4E41E5A7A02528F829C136D011F2CA4C4E41","176.641","RUE DES ALALIAS"
226,"01050000204F66000001000000010200000004000000C9C8636C07F929C1DF64BF6C214D4E4163F5D8D365F829C15BF8A905004D4E4172184AEA90F729C1DCEBE21DD84C4E4114AE65B3A7F629C1F63B7A1FAB4C4E41","320.58","RUE ISHAQ HANINE"
227,"01050000204F66000001000000010200000002000000AD3DF82199F829C1FF617AC2344D4E41567B45C965F629C13CFFC733C64C4E41","298.029","RUE KOTB MOUSLIME"
228,"01050000204F66000001000000010200000002000000E438974122F829C144A24F89484D4E4121527B481FF629C1F0209ADEE24C4E41","273.054","RUE IBN KHATANE"
229,"01050000204F660000010000000102000000020000004144D2E3B4F529C1F85F09BC074D4E41BA77023BA4F629C19CE926753B4D4E41","131.621","RUE SENJARI"
230,"01050000204F660000010000000102000000020000007D7374339DF729C19AEC88FD5D4D4E41AED6B6F9DFF629C186196C25354D4E41","104.008","RUE DES CAMELIAS"
231,"01050000204F660000010000000102000000050000000A0CBBB4A5F729C15AF2B3DD4E4C4E41A7926DC469F829C12CDC310E7E4C4E410702E1661CF929C18BD537B7AD4C4E415F38077EB2F929C1BC7E46BDDC4C4E4113FBF1D7F8F929C1144D8D76F54C4E41","372.313","RUE CADI BEKKAR"
232,"01050000204F660000010000000102000000080000008A7C217E75FF29C1951D5D4AEC484E41B716DB4665FE29C1A35511BC63494E419B2C2022F4FC29C1E952EEF4074A4E41DA8C507284FB29C11D698B2DAA4A4E41499191C21AFA29C103E00B2B494B4E41177AD87916F929C194A3F705AF4B4E41CEF13CC690F829C10E893493E14B4E41305AF0CB0EF829C10FC5521C124C4E41","1554.014","BOULEVARD OMAR EL KHAYAM"
233,"01050000204F66000001000000010200000002000000496CE01041F729C1FA7FDD35194C4E41691A834933F329C1E311ECD01A4C4E41","432.644","RUE FRANCOIS VILLON"
234,"01050000204F660000010000000102000000020000007699AD160AF629C10ED70FF0CF4B4E4136D37B1EA7F529C123C03870134C4E41","119.393","RUE FAVREAU"
235,"01050000204F6600000100000001020000000200000047C14ABC02F529C1BB5C6BB3E34B4E419B41F8567CF129C1C638182AEA4B4E41","376.353","RUE FREDERIC LEMAITRE"
236,"01050000204F6600000100000001020000000200000093960D6E22F529C15919EC55AB4B4E419C0AE082A1F129C18AFFDB86BA4B4E41","374.769","RUE JOSE MRIA DE HEREDIA"
237,"01050000204F66000001000000010200000002000000908A41180FF429C12491D7927C4B4E413CB6702DDDF129C19ABE338E8D4B4E41","235.952","RUE SAINTE BEUVE"
238,"01050000204F66000001000000010200000008000000AF36BBC8C5F629C1D5143F207B4C4E41F458063D0BF529C13CB26471214C4E41FA46F10FBFF429C155255475214C4E410363EDEE8DF429C13401651E224C4E4194FF6267A5F229C102FE75AF6F4C4E41EED01D2BFFF129C1EF7CBF4F874C4E41A0F2D007B7F129C10CF06F18884C4E412BF35611D5F029C1E2918458814C4E41","734.849","RUE EL HATIMI"
239,"01050000204F6600000100000001020000000200000011A5B2326AF329C16E7C61F2FA4C4E4153FF062B39F229C1EEBD44CA874C4E41","229.565","RUE DEAUVILLE"
240,"01050000204F660000010000000102000000040000002E407A8A68F529C18C33E0B4B74B4E418E9C31FF8FF429C1F8E05154564C4E41244066A3EBF329C1B237BD98CD4C4E4161905255A3F329C15315F899044D4E41","583.943","RUE ALBERT"
241,"01050000204F6600000100000001020000000500000098D10405CCF029C11DEBF1F0C74C4E41FB2E92F7AFF129C1CC5DBC76D34C4E41C19BB85E16F229C171DFC9E4DC4C4E411D5BCCCA2EF329C1595A1274FC4C4E4120C7575FDEF429C1667211BD324D4E41","471.709","RUE FRANCOIS BONSARD"
242,"01050000204F6600000100000001020000000200000091049016D0F229C1C7199A8E024D4E4160E140418CF129C1D54F45734C4D4E41","182.386","RUE MOUBARRID"
243,"01050000204F660000010000000102000000020000004CAFDAD9E0F129C130AB655CE24C4E41395C11C701F129C14A87DDE1344D4E41","165.548","RUE MALLARME"
244,"01050000204F66000001000000010200000004000000E7B0CEE2AEF629C118C1F989894D4E4153E12BDA66F629C1D474A268704D4E4104C14AE315F629C114A0D0505D4D4E4148BF56DF44F529C10C2108253E4D4E41","199.021","RUE N. EDDINE"
245,"01050000204F66000001000000010200000002000000DF13B379BAF529C133ED50BCAE4D4E41DA4A747E98F429C1D45570787C4D4E41","146.874","RUE BRUYERS"
246,"01050000204F660000010000000102000000020000003692DCE309F529C1F87D842DCF4D4E41B4F6F14333F429C147B26BADA54D4E41","112.909","RUE MAROUNI"
247,"01050000204F660000010000000102000000020000000A26B9389AF229C1C3A1ED974E4D4E41802A795071F229C1413D5B04C24D4E41","192.323","RUE DE MERIMEE"
248,"01050000204F66000001000000010200000005000000682A6A65E3F229C1C090C1A2054D4E411220AD8683F229C1CCFA0FBA484D4E4191D2FED22AF229C1B771B743704D4E41A09B5B85D0F129C19BFFE09F964D4E41209849A248F129C14D4F1938C34D4E41","360.791","RUE RACINE"
249,"01050000204F6600000100000001020000000800000003364D2193F329C1A05C576F134D4E41F95815F456F329C134A8892C844D4E414FD555503EF329C194027C2AB24D4E416BBBE6F828F329C1AEEFEB08BD4D4E41252B6BDF14F329C15AAED721C34D4E413135ACF5FEF229C1737BE16EC64D4E41DC7EE904C6F229C1D8B57BBCC84D4E41EED8AC2296EF29C1EF45F4F2C74D4E41","673.859","RUE DU TITIEN"
250,"01050000204F66000001000000010200000002000000D70F50A3B6F129C13AE77130914D4E41A4B8CDF92FF029C1115120828E4D4E41","162.912","RUE MANILLON"
251,"01050000204F660000010000000102000000020000005F57DE8C0AF129C18CA12C4F0B4E4E41B487BDA2E8EF29C1ED816B8C7C4D4E41","265.976","RUE MONTAIGNE"
252,"01050000204F66000001000000010200000002000000ED516FBFFCEF29C1DD1C6D20644D4E411DD994D70EF129C102AB5EF04B4D4E41","121.107","RUE DE MOREAU"
253,"01050000204F66000001000000010200000004000000F471CBF2ACEF29C1163D74C2884E4E41082F0F6F41EF29C1C083A6548D4E4E4130B5F608E7EE29C138A7989B8E4E4E41A7024BCB72EE29C1E075A80D8A4E4E41","132.236","RUE IBN CHAHID"
254,"01050000204F66000001000000010200000006000000B10B5CC384F029C1EE6DCA36C04E4E41E24A211CD8EF29C15865AAABD64E4E41E5D6A4D032EF29C1AACF1319E74E4E418C332C867AEE29C1EB3B2240F74E4E416DF290D110EE29C1D6555E99FE4E4E414C16FBEB8AED29C188EB4C470B4F4E41","341.872","RUE MEISSONER"
255,"01050000204F660000010000000102000000020000002C9C4565B2EF29C18BAD572DB64E4E41C7510DF164EE29C12267120CA24E4E41","142.955","RUE EL MOUTAA"
256,"01050000204F660000010000000102000000030000009363CF4A96ED29C18ECD2AD4534E4E413F263F8B5BEB29C1A1083A68354E4E41FCAC87F42BE929C1F470F085184E4E41","481.352","RUE DAVID D'ANGERS"
257,"01050000204F66000001000000010200000008000000B6C02CBE27EE29C12287C2E1844E4E419E4B4CBDD5EC29C1E0FCAFC0724E4E41A3C34A5198EB29C171FF9A22604E4E41F6A3F47302EB29C12DC8F18E584E4E41418D584B36EA29C1B7DDF2814C4E4E41BE5DD0A626E929C1DB746AA5374E4E415FB9F369CBE829C107DC3F272E4E4E413CBEF63A20E829C18828D6531E4E4E41","666.704","RUE SOUMAIA"
258,"01050000204F660000010000000102000000020000005C72C1B1CAED29C154CC5B51404E4E417D75814B00ED29C1AAA81F690A4E4E41","122.974","RUE LA CROIX"
259,"01050000204F6600000100000001020000000B00000036A2DFA027EE29C1B93D8205964E4E417DB57A2B4DED29C1D79633C59C4E4E41622F6F10C5EC29C17DA04719A14E4E4105033DE734EC29C148474E0EA54E4E41CFC2F3189AEB29C1ACCB5275AD4E4E4160BA8FB508EB29C1E804959FB44E4E419BB907A3A6EA29C1C9897624B94E4E411C4346920EEA29C18A34E0BEBC4E4E41989F9A44ACE929C1039616ABBD4E4E41DE7434A7EDE829C1281A1DE7BB4E4E416D45A1EEB2E829C1B03C6FD2BB4E4E41","587.387","RUE AHMED NACIRI"
391,"01050000204F66000001000000010200000003000000698C79A568FF29C185CB403023514E4116E6555DDAFE29C1CD66C446E3504E4127510AD74AFE29C151C304BC95504E41","263.414","ALLEE DES AMANDIERS"
260,"01050000204F66000001000000010200000027000000F3ABA0CB7BE929C178B66E8B434E4E41D3E35C76A3E929C1D8A35812564E4E41E5BACEF7BFE929C155E944D9674E4E416CF8140BCCE929C16C781759734E4E4188E5ED4FE3E929C1B4A74EF97F4E4E4133250C1607EA29C1321FC6BE894E4E4121B6AC4C27EA29C1DAB4C98F8F4E4E419A12E3234CEA29C138405D5B934E4E413FFDB4C675EA29C108D2871B974E4E41347E1F46ADEA29C13A199034974E4E419F8A1571E9EA29C10A9EA8E7944E4E419D809ECF20EB29C1EDE6839C924E4E41870FBFCD6FEB29C1076913978E4E4E41CAC56AD4EFEB29C144C739B9884E4E41E1FA5AC256EC29C11C7D6AC7854E4E413F7222DC87EC29C164B369B9844E4E416FBF3C09AEEC29C108D2AEB4854E4E4180365F08D6EC29C1DE4859B1884E4E410CC4075CF9EC29C1F7CEF1138E4E4E410F23321810ED29C119A7DA87934E4E411A80BF301AED29C14F2BB9419A4E4E41C72C37011BED29C17468F2D1A34E4E4173BD548C1BED29C11E62B433AA4E4E4102940EFA13ED29C17ADA89A1AE4E4E41FD0F4A02FBEC29C137FDCCF1B34E4E419E4C2E5AD8EC29C103904C50B74E4E41DC9E9F16B9EC29C1163637A9BC4E4E41195255BCA1EC29C1034A0092C14E4E41B13C005B92EC29C1320268A4C74E4E4195B8C0F087EC29C1159840AACF4E4E4197E68CDA84EC29C16D915448D14E4E41980680F186EC29C1C5B36473D64E4E41E56082698CEC29C1C773BC32DF4E4E414DA0190C9DEC29C1A1ABE8DDE74E4E41BF1405D8B3EC29C17F0999EBEE4E4E41E6277C44CFEC29C192A0D5F3F34E4E418D8B7FE8EDEC29C118E8F9C6F94E4E41AEE7EA5FF9EC29C1085BA51AFE4E4E41EF161C5412ED29C19E5AD31D0B4F4E41","720.382","RUE EL KHANSA"
261,"01050000204F66000001000000010200000005000000C428942259EC29C16C414E4F1F4E4E414B14A3D536EB29C104AAED200E4E4E418456250549EA29C1182C55A9FE4D4E41865B4A057BE929C120B5FE6FEF4D4E41ACAC00E00CE929C1502D2570E84D4E41","363.602","RUE EL MAADINE"
262,"01050000204F6600000100000001020000000E0000009F218CD9AEEB29C1016A7C03D44E4E41933D0D8471EB29C14A25891FDB4E4E410323AB4C24EB29C1D1B6E386E14E4E412AB0506DFEEA29C16C53421FE44E4E41154735E3CBEA29C1E91E06C9E64E4E4135DEF4B297EA29C1E8F10B75E94E4E41362F26AA66EA29C1DBDF664DEB4E4E415FBB976C22EA29C1B5AEDA45EB4E4E41F0D2E7DCF2E929C178FE68ECEB4E4E41777D4FFCBFE929C14A753E9DEA4E4E41F557D4C17EE929C102D1B1F7E84E4E413D4699A830E929C1E44774FFE44E4E411A9889D6D8E829C16C3632B0DE4E4E41B584AAA68DE829C1EF3C55EAD74E4E41","344.34","RUE PIERRE MIGNARD"
263,"01050000204F66000001000000010200000010000000959B17CD9BEE29C1F3922A803C4E4E4118BB64C547ED29C1E217410EDB4D4E4166BC85A283EC29C1EF65B758984D4E413D26CB87F3EB29C1EA491280644D4E413E59E4B699EB29C1F54C13AE464D4E41D03352D584EB29C164B8F99B434D4E410E52D20B50EB29C1B9C969513E4D4E419B43CB7126EB29C16192B5F13A4D4E41741AA76C03EB29C19F12C422394D4E41CC641746E8EA29C1B57C0249374D4E41FCB412C4CEEA29C1BA094F3C364D4E412BA34142A3EA29C1F8099D162E4D4E41C34450106DEA29C1E657CED0224D4E4189C5193343EA29C149A329781B4D4E41FC832CEA27EA29C1DCB79809184D4E416B0A891308EA29C11242829B164D4E41","708.54","RUE EL HABACHA"
264,"01050000204F66000001000000010200000005000000D9F2449CA2ED29C12450FD52B04D4E41C4D8A6CC3BEC29C14E7A96B99C4D4E41A05A671F9DEA29C128EEF7A3844D4E41717B135A79E929C135037076754D4E4193DA861F2CE829C1F7A42EB3634D4E41","596.707","RUE LEONARD DE VINCI"
265,"01050000204F660000010000000102000000020000001D28ADF517EA29C121BBAF60CC4C4E419B5E41F7CDE929C19BC1B2A2684D4E41","261.171","RUE CELLINI"
266,"01050000204F660000010000000102000000020000000D015764CAE929C129C89C112C4D4E413DDD51234DE829C1F3265D67154D4E41","163.324","RUE 90"
267,"01050000204F660000010000000102000000020000008C16DB07BFE929C158C5A2024E4D4E411D6730633BE829C18D2600B9494D4E41","161.751","RUE GAEUSE"
268,"01050000204F6600000100000001020000000600000076C33CC42CE829C1142ACB6EB54D4E41754169E2B0E929C1C1F8421AC04D4E41BF0BBE3FBCEA29C15915A2A1C84D4E412AF6544722EB29C12FD69AA8CD4D4E411051BC905FEB29C1BFF3B7B8CF4D4E4157EEAFCA8FEC29C1E6C884C8EE4D4E41","481.118","RUE ABDERRAHMANE ZEMMOURRI"
269,"01050000204F66000001000000010200000008000000C56F6FC3C2EC29C11187853BCC4D4E41D4B7970C8BEC29C1CB1C96F1014E4E410615A0C96DEC29C1713AAACD1E4E4E41A6E5E37D4BEC29C128081FE7384E4E415129F4921AEC29C19486CC7B4F4E4E414FDE2E71FFEB29C14366635F604E4E41C7C3B71EE3EB29C155EEB5166C4E4E4198248F40A2EB29C1957E552C814E4E41","327.016","RUE JABEL ANNSRI"
270,"01050000204F66000001000000010200000008000000537CEE8BDEE929C187A391431E4F4E418A3DBDF05EE929C11A92ED95164F4E41B6C71B920BE929C17806B4110D4F4E41FE0055BCACE829C14001C239FF4E4E415B5BA5FD75E829C1B6B0BD58F64E4E41F196ECFE46E829C125FF3C3EEA4E4E41CA6C1B37E6E729C1F1AB8005D84E4E41B6258B7D7DE729C1C952A6D7C54E4E41","297.291","RUE ERRAZI"
271,"01050000204F660000010000000102000000080000006735048EA2E929C1BA8A1FAD8C4E4E41F8CBA0D881E929C16DC11871944E4E414711CCBA65E929C19B4A9CC5994E4E41052DEAFD3FE929C139F3BFF29D4E4E413CE8CCA210E929C1B54D2602A14E4E4123CEE2B1EAE829C18B6D39CBA24E4E417AAEC850C9E829C101F744C9A14E4E41AB147A7DAFE729C1A2BE6FBB974E4E41","219.778","RUE GOYA"
272,"01050000204F660000010000000102000000020000006481105B8AE829C1179886D5BA4E4E410176781995E729C17D46D064B14E4E41","103.426","RUE LEBRUM"
273,"01050000204F660000010000000102000000080000009D42535C41EA29C1EE49EC53234F4E419C0A165C0FEA29C14E23A949074F4E4138C8C88404EA29C118ABE3C9F74E4E41DE3CA5B403EA29C19B0AA139EE4E4E41623220A6F6E929C1EBB1752FD74E4E4185D4E7A6EEE929C1EB97B717C44E4E412C674486E2E929C18FF93A75A54E4E419766E7DBD8E929C179D1BC60904E4E41","249.77","RUE RODIN"
274,"01050000204F6600000100000001020000000E000000E50D0BDC74E829C161A211D6444F4E416D64FB4569E829C131588743364F4E411604A92564E829C1CC7110EE174F4E41C5FD60BD64E829C1FEF466E4004F4E419D4C444667E829C15BBFC81FF64E4E41119C5F3775E829C18356D166E44E4E41EC6465C894E829C1E3414197C44E4E41F8CACBCFB9E829C18C46C22DA84E4E415BFA5BC9CAE829C199635FBD974E4E419672D37EDFE829C18FA97779844E4E41D3665DA5ECE829C1D0EA8709744E4E4166975D9A00E929C1889732CF584E4E41EBD6773B11E929C16DEE3DB8394E4E4129502CA511E929C15225C848394E4E41","453.063","RUE SARIA BENT ZENIN"
275,"01050000204F66000001000000010200000005000000675D14C4D8E629C16E575BDF204E4E41A7308F2E4CE629C1B11E3EB99C4E4E41E4C1DB5009E629C1B238997EDD4E4E41DB6DB3D5CDE529C1F418DB070D4F4E4113FA394F72E529C18B923EE35D4F4E41","546.983","RUE SALEM ECHARKAOUI"
276,"01050000204F660000010000000102000000030000006D10CD45E3E529C1307F0F03D74E4E4148C6760E05E529C1784EA39BC74E4E4150E211CE6BE429C1AF811345CC4E4E41","160.439","RUE GROS"
277,"01050000204F6600000100000001020000000200000098279E819EE529C1144591751F4F4E412B0CB0FC8DE429C1D4027A65074F4E41","120.41","RUE GRASSET"
278,"01050000204F660000010000000102000000030000001E441B511FE529C188F9EFA40D4F4E410521288CD1E429C15889D89E924E4E41C035317ACCE429C10D6540008B4E4E41","219.547","RUE BOURNAZEL"
279,"01050000204F660000010000000102000000020000001597AEBD1AE629C1E40AF54E9D4E4E41ADAF560443E429C1ACD4D447784E4E41","206.013","RUE DAHER MOHAMED IBN ZAHR"
280,"01050000204F66000001000000010200000004000000D089AC8A0FE429C11A58C8F07E4E4E41154BF2546EE429C15706373B0F4F4E416F8A5CB7C0E429C10166B9658D4F4E4184769A84D0E429C192516356AA4F4E41","503.354","RUE DES HOPITAUX"
281,"01050000204F660000010000000102000000020000002D8A3BB8B7E529C1A1238457AB4F4E4148979EE35DE529C17361EAAE644F4E41","123.093","RUE BLIDA"
282,"01050000204F6600000100000001020000000200000016040982B0E229C1FDA672ADA34F4E414E0A5B7DA9E229C17FE43455E74F4E41","112.313","RUE JADDA"
283,"01050000204F6600000100000001020000000600000036B76ECA77E629C1746AD81C914F4E41997BBBD068E729C10FEC638E704F4E41BAE6AA5C64E829C1BE1457C74C4F4E41B3E5BD50BCE829C10BC45219424F4E415185552D2BE929C14701E2F9364F4E41F407F9A9F7E929C13560F5CE284F4E41","413.468","RUE BULLET"
284,"01050000204F6600000100000001020000000700000050D29FE621E929C1E70644D56E4F4E41D1EB83EDBCE829C1F5236A70754F4E4109A7D2056AE829C1AB7E7F69804F4E41B8A7F9772FE829C1347E19CC8D4F4E411BF40850FBE729C130B9E4779B4F4E41808829DDD7E729C1F588889CAB4F4E41692AA84997E729C14EF5502ACC4F4E41","237.93","RUE IBN TOUFAIL"
285,"01050000204F6600000100000001020000000500000073983B1F06ED29C1EE2764F30D4F4E41D715E22B56EC29C172CCE6A3144F4E419AD6D1F4C6EB29C1CBFD734A184F4E41C0F5D1C523EB29C1A1DC6A361F4F4E4154F15312ADEA29C1B446E931274F4E41","254.385","RUE CLAUDE LAURAIN"
286,"01050000204F6600000100000001020000000C00000038EBBF250CED29C1B8347EBE454F4E41474997DAD4EC29C15B7E1A603E4F4E415458A83F9AEC29C12636C1253C4F4E41A522B46853EC29C173D710123F4F4E41CA2A72B8F0EB29C16633836C434F4E410E96B5ECAEEB29C1F49DBEB2454F4E4196E5B0AB6BEB29C1031F18B3464F4E4152736DC246EB29C1CF15EF9D454F4E41CD48C21D1AEB29C11C2467AC424F4E4154FA4385F2EA29C115781401404F4E4186CDC9F0C6EA29C1D1B53C743B4F4E415D13929F98EA29C1DC7931B2344F4E41","272.072","RUE Z.B SALMA"
287,"01050000204F6600000100000001020000000500000008990DA72BEA29C186F5DF2C464F4E41049872BDDEE929C1B9E630A36A4F4E415EFA6C556BE929C1C6FB2587A74F4E41A714127486E829C16852E7E41B504E41E386335640E829C14F5964703D504E41","458.658","BOULEVARD MOHAMED ABDOU"
288,"01050000204F6600000100000001020000000E000000C2EDD160D1FD29C149DB8AFCC04F4E41AE69A81BBBFD29C17519E542BF4F4E4100AE095BA9FD29C1AF69779FBE4F4E41227DE1758DFD29C1072A3482BF4F4E418B553C0F69FD29C199781D43C54F4E41EB00E10938FD29C15D9271C0D14F4E41A4000B27EAFC29C1FC84342DE64F4E418DE9640ABFFC29C19AD0645EF34F4E413692DA387CFC29C134A8F493FF4F4E4116CACC222FFC29C15D1C90DC0B504E41188F0BA1B7FB29C181C913CD1C504E4169D4B9304EFB29C168F9058725504E4158B6DCEDA9FA29C1E79412AA2F504E41C5E3259A76FA29C166DB0EA733504E41","420.057","RUE MOHAMED HAMMOU PITCHOU"
289,"01050000204F660000010000000102000000020000009FC309F424FE29C19FF0ABD255504E41CB4FA8ACA7FC29C19E54C2847F504E41","173.33","RUE IBN YOUNOUS"
290,"01050000204F6600000100000001020000000200000046462CD8BFFB29C1669C0E0626504E41B0706BDD1BFC29C1C0CF059C83504E41","159.97","RUE MOUMOUH"
291,"01050000204F6600000100000001020000000200000080494099C9FA29C1B9590C009F504E4101AB83F525F929C11B8F659BB8504E41","179.995","RUE NEKTER"
292,"01050000204F6600000100000001020000000A0000007C141DF646FD29C117E0115F8F4F4E416D8764BF77FC29C1FCC9E3F7B94F4E41557B0C8339FC29C16A756A04C84F4E411DF3D7C9BAFB29C118E7CE7BDA4F4E410CFA2FE53FFB29C12E5967C6EE4F4E415672352D54FA29C1EDC50E3C13504E4109A9E5E2E6F929C10F7D2BA622504E416C1CB2309BF929C157664A8C2E504E416DE45F015EF929C101FD756437504E41B6604A0E25F929C123D029A94E504E41","548.461","RUE HAMMOU HARROUDA"
293,"01050000204F6600000100000001020000000200000047EE5D06BFF929C1C258E5CA78504E412E40F8CDA8F829C1E7FE105CE5504E41","214.256","RUE MOHAMED STAIL"
294,"01050000204F66000001000000010200000003000000577FB79EFBF829C1294FD6D15E504E41013E5F1205F829C1099F8A76D4504E419F3A807DECF729C1D51496AAE2504E41","246.319","RUE ABDERRAZAK"
295,"01050000204F6600000100000001020000000A000000C78E422089F829C162DA118E7E504E41BF985B5E0DF829C1E49DD28D6E504E418CF980ABDDF729C1D16F504169504E4181416A72CDF729C165004FF768504E418389C8089AF729C1AD19F2166B504E412DB647D311F729C1DEC7213476504E41EC153B7285F629C1FE7A144C84504E4166CA18131BF629C17B2DEFB193504E4114FE5B4498F529C192B71D40AA504E4123679CC555F529C1792FDB6EB9504E41","385.717","RUE A.B ROUANI"
296,"01050000204F66000001000000010200000002000000D848D9AED6F829C16A1223AD12514E41D9C4E9F27BF829C1A71F9BD45F514E41","133.499","RUE B. MANSOUR"
297,"01050000204F660000010000000102000000020000007F5A14AC18FA29C1E17D230229514E41A4DFE380A2F929C1B4A8BAC78E514E41","175.916","RUE A.B RAHAL"
298,"01050000204F66000001000000010200000002000000DDB227D617FE29C125753CB125514E415A2DACACD4FD29C1D7A1B59460514E41","101.651","RUE PISTACHE"
299,"01050000204F660000010000000102000000020000003BD684B34FFB29C174C0D50E40514E41C1E6B31C1FFB29C15C102D7D6E514E41","79.665","RUE IBN ATTIR"
300,"01050000204F66000001000000010200000002000000B065EB93B4FA29C13304842935514E41199CDC265EFA29C11E25C80380514E41","129.328","RUE BAB ROUAH"
301,"01050000204F66000001000000010200000002000000D43E53F6AB052AC1C95DC679F5524E4110DB6988CA042AC1CC30001329534E41","127.109","RUE COLZA"
302,"01050000204F66000001000000010200000012000000E98A9A0280062AC17FA1DDE99D524E41CE58F8FCC5062AC188DD3E84A7524E413CF10600FC062AC19653B5DFAC524E412A1B2FEE59072AC157C04650B3524E4199249483B0072AC1FA1C4093B4524E4123A9B5B9E7072AC1AC3E5DD7B3524E419E9A41609E082AC1918A1C54AC524E416BF07FC60A092AC1449EEC89A6524E41884CEC7B94092AC15F0328B49F524E41E92DA52AD4092AC1B8C8E1529C524E413CE0268A090A2AC187D7E8479A524E4112672A2D3F0A2AC11FF2F56B9A524E41BC192084710A2AC1D9FBEB329D524E41617782589B0A2AC1BFB0D96FA0524E4193B2211AC50A2AC19506B3B1A3524E4187E1DB2DF40A2AC16672F4A2A8524E41C1775154100B2AC16EBA5F22AE524E41D370843E250B2AC1149FA99EB0524E41","514.727","RUE DE L'EPI"
303,"01050000204F660000010000000102000000200000004E253617C10B2AC19BA1CC4C8B524E4168896972840B2AC168FF98DD9D524E4126FCF3E7400B2AC14E4E0878B0524E41CFA91B8C380B2AC1EAF91D8CB3524E41AAE713474A0B2AC1B4FD403CB8524E41304A41A85D0B2AC1D85E16EABC524E415BB56FE66B0B2AC19E5D3009C2524E41CC45E1DF6F0B2AC1319C743BC7524E41FC6BB8B66E0B2AC12D0AA5C1CD524E41F9B90CAB640B2AC12BF5D624D2524E419558C322410B2AC135559E05DB524E418A4AFE49090B2AC1807EC15CE8524E416F594EFFC10A2AC1AC1E235EF8524E41FB031A32940A2AC1AA75E82F02534E41E4479538770A2AC1F90E731C07534E4138F9DB1C550A2AC1DE47E5830C534E412FA4C056360A2AC1A62A1C9510534E4171663071FA092AC1975061FE16534E413C6DC2C0C6092AC1A5EF1A7119534E41BFD64C359F092AC14A87E0D21B534E418A57BB652F092AC1C49AA21522534E41F3FD8F43BA082AC191A4F28127534E41CC75DADA43082AC133142F4531534E4127E7B68709082AC14A4087C936534E415C7F39EABC072AC12C6E8A3D44534E41659E14BA84072AC10143D1874E534E412BA089515F072AC1F2927BAF55534E41C44C1CD445072AC1736D09065B534E41406AC09E3D072AC19FAB68DA5F534E419F98003145072AC1334639A167534E41649A94375D072AC196D4134D79534E41F429C2C171072AC128DFB86C8B534E41","738.864","RUE DU CORAIL"
304,"01050000204F660000010000000102000000220000006A93381DAA0A2AC1268DDCA3AB524E41FD3C5287750A2AC136CBA5A9B7524E4132351AAE3D0A2AC107B0E9FBC4524E4115932A59180A2AC18EF55501CD524E4123EA11FF030A2AC1DAE4A4E6D1524E4159C9F79AEF092AC10E914458D6524E41879DE9DED0092AC18C0B26DDDA524E41E72883FDA5092AC1AD085290DE524E41BE9FFC1168092AC1CA1DE062E2524E418058A49F45092AC16780AFDFE3524E41AFAAF901E0082AC17D13B153E8524E4199C96FBE78082AC1E0DC9FACED524E4119930A9448082AC16C79601AF0524E410BBCA26918082AC107821F88F2524E4149C6030902082AC1581B13F4F3524E419A3BE9C5CC072AC127636829F8524E4102A4E34FAC072AC1BBFED4ABFC524E41A4D28B008C072AC1120889EE02534E415EADEE4D6D072AC1702A670407534E41599690744E072AC1B683D2370A534E41C6C8D3CC3C072AC16B8006621A534E41F2C34C6B2C072AC1BED2C97424534E41155A192415072AC14FCD006F2F534E418E925710FC062AC1584FE48D39534E41BDE90E95D3062AC11089D31345534E418A51441FB0062AC1D78F44D24E534E41701A459C91062AC1BC5F4DF055534E4102DD64466F062AC199AFA6B958534E4163A79E8953062AC1CB45740258534E41A6E593A23C062AC11E976D5953534E414E5C529B2A062AC1CFE56C544A534E41BF38B89111062AC1CF1745EA40534E415D3F9E9DFF052AC1AD3A01C338534E416227D02AE3052AC181BF85CC2F534E41","661.704","RUE DE LAVANDE"
305,"01050000204F66000001000000010200000005000000033F394FE8072AC166EC68ACFE534E4104442AAD96072AC10F592B1400544E415881E51CFC062AC1741AA4C803544E41DB58CFDAA6062AC12E6FECA306544E416A2EC3300D062AC1BA6A0A570A544E41","198.983","RUE BASILIC"
306,"01050000204F66000001000000010200000002000000CF49870074072AC1D9DAB6EC26544E4177C53D6648072AC11668127A06544E41","56.821","RUE GENETS"
307,"01050000204F660000010000000102000000020000004D9A722E09072AC1B9F5B77143544E417CF49743CB062AC14324137E0A544E41","97.954","RUE CHADILI"
308,"01050000204F660000010000000102000000020000009FC4D257B0062AC1AEE7E2E25E544E416FEAE49457062AC12BC877CC0C544E41","141.133","RUE ANEMONES"
