"id","geom","OBJECTID","OBJECTID_1","Shape_Leng","PREFECTURE","COMMUNE_AR","PREFECTU_1","Shape_Le_1","numero","PLAN_AMENA","SHAPE_STAr","SHAPE_STLe","Shape_Area"
1,"01060000204F66000001000000010300000001000000F00000008006F0D605B529C140355E7ACD274E41A047E15A70B529C19006F056B1274E41C0DCB584F7B429C1E0E9955AA5274E41C054C12847B429C170CE88F28C274E41808EE4D2ACB129C1F0065F0026274E41809ECD6AE5AE29C1009A084BB8264E41C054C1E8CCAC29C1D012F24164264E41C01E850B5CAC29C120FDF60D54264E41403789A13FAA29C1D0A370A513264E41A03C2CF43CA729C1501E16A2B5254E4120BB274F94A329C1D000DE7A3C254E4120B7D16013A129C1B0BFEC46E8244E41205C8F02CDA029C120FDF6E5DF244E410068222CE59F29C120386794C8244E410098DD736C9F29C1F073B535AD244E4160CC5D0BD79E29C1E0E9957A87244E41801F630E509E29C1A05E29EB66244E41E0E99532D79D29C100560ECD49244E41205C8F42909D29C1C042AD693A244E41607DAEB6FB9C29C12073D72A1F244E41802497BF4C9C29C1704F1E16F7234E41A0BB96303D9C29C1E0ACFA84F3234E412061C3738C9B29C1408B6C47D0234E4160FE431AC69929C1C0FEB22387234E41E0361AC07D9829C1D0BCE34C55234E410044FAADF79629C170C5FE6227234E41A0900F5AC79729C14094F64E09224E4180F2B010249829C140D8F05C18214E41C0EC9EBC279829C1B069DE1111214E41E08173C6369829C16044692FED204E4120C05BE0479829C120386794CC204E4160F5B99A729829C12006811D82204E41209E5E699F9829C16029CB7837204E4140992A98B29829C1B040820A13204E4160226C78C79829C1B02E6E43EE1F4E4160A8354DE39829C100DE02E9B81F4E4100022B47E89829C1308716C1A91F4E41405EBA69EC9829C190B20C89981F4E41004B5906F39829C1106A4D9B6E1F4E41403EE859FF9829C1501E16F2231F4E418068914D069929C110363C55F11E4E41205C8FE20A9929C1207C61AAD91E4E41C07F487F0C9929C13008ACBCD31E4E41802497BF149929C18061329DC11E4E41A00A46651F9929C1A01A2FD5AB1E4E4120143F062E9929C140696FE88E1E4E4160C3D34B539929C190E4F287451E4E41800D4F0F779929C1A02C431CFB1D4E41C0D100DE7B9929C180E2C748F11D4E4160567D8E9B9929C1C0FC8784B01D4E4140257582AE9929C190ED7C4F891D4E41603BDF0FB59929C170029A107C1D4E41E0E00BF3BD9929C1E00209C2711D4E41C030990AC99929C1C0FC870C661D4E4100E56101DE9929C140B4C886571D4E41E0482E9FF59929C1806ABC94471D4E412051DA9B209A29C1901F63AE2A1D4E4160325550939A29C180A75762E01C4E41A0F1D22DCE9A29C1B0946588BA1C4E41C0270F8BE09A29C190FD6517AE1C4E414082E2C73C9B29C16088636D701C4E41E0839EADAE9B29C1A0559F93241C4E4160A835CD1D9C29C1500C029BD91B4E4120287E6C8C9C29C10088F4DB8F1B4E4160FE43FAFC9C29C170E7FB11451B4E4100F54AD96A9D29C1A0703D72FA1A4E41C01726B3DC9D29C110D04420AF1A4E41008195C3FC9D29C17009F9D8971A4E41A0CFD5B6059E29C1C0D32B458F1A4E41C09F1AAF1F9E29C1C06D3440651A4E4180B5153B549E29C1200681551C1A4E412048509C869E29C1D0EEC98BD2194E41C088D29EB99E29C1506B9A3F88194E416027A0A9EA9E29C150BF7D853F194E4120C05B80229F29C120B9FCD7F4184E41A0703DEA5F9F29C100BC05AAAA184E41201DC9A5749F29C1E0AE252C91184E41C098BB56839F29C170029AF881184E41E0C03943889F29C19053747C7A184E41004D842DA49F29C120C9E51760184E4140C6DC35F49F29C150D191F414184E41E06800EF46A029C1200DE0CDC9174E4100780B845EA029C14094F6FEB4174E41A0E8488E8AA029C140696F588E174E4180F4DBB769A229C1D0DEE0932A164E41201DC965D4A229C1E03FA44FF0154E41003B70AE98A329C1B00C7114AB154E4160A301DC05A429C1B069DE4990154E412090A03832A529C16066660647154E4160AA60D463A829C1A0EFA76697144E41C07268114DAB29C1702497E7F0134E412061C37302AF29C1108C4A6211134E41A0DD93079DAF29C160764F1ECE124E4120F2412F56B029C1E0718AFE57124E41A025E4838BB129C1006F8144A9114E41208C4A4A6CB329C1601058F9B1104E41C0C117862EB429C1C0293A9A4E104E414008ACBC03B529C130F8C284E10F4E41C06B093969B629C1E02D90502D0F4E41E044D8D066B729C1009A08DBA80E4E4140E17AD405B829C1A02A18DD470E4E4140C4B12E84B829C10010E947010E4E41E073B555B4B829C140014D1CA60D4E41C010C73AF1B829C10022FDE63C0D4E41205305E339B929C1206C785AE30C4E4180855A3381B929C1B0AF031F500C4E4140696F90C1B929C170BE9FDA100C4E41408D97CE23BA29C15027A0E9C60B4E4120EBE2367DBA29C1F0B7AF4B660B4E41C02E6E83DEBA29C1D000DE22100B4E41800D4F8F02BB29C180A52CC3CB0A4E41E00B932905BB29C180C0CA51970A4E4100560E2DD4BA29C130D49A36160A4E41804AEA8448BA29C13018952468094E4100098A7F01BA29C1908EE42203094E41807571DBF1B929C1005F98549A084E41609621AEF8B929C16039B4D07C084E41C0C117260FBA29C1602041A17F084E4180F90F8913BA29C1B094653035084E4120166ACD22BA29C1C0CAA115D5074E410086C9D43DBA29C1C06D34A8BD064E4120143F267FBA29C1C0F528CCCE054E41A0081B9ED8BA29C1D034EF104E054E410064CC9D57BB29C1A001BC95BB044E41808CB9CBCBBB29C1608863AD3D044E41C07BF29059BC29C1C0BAB81DDD034E4120287E2CBBBC29C1005F98046F034E41E0EBC05987BD29C1B060542AC1024E41408D97AE8FBE29C1D010C712FB014E414094F6A62BBF29C190ED7C0F99014E41E0E2369ACCC029C1E0CEF7F3A1004E4120ED0D5E14C829C1A0081B5E6D014E414082E2E78BC829C1007F6A6CA2014E41C088D2FEBEC729C1703D0A8F34024E412053050305C829C180F4DBC747024E4160E7FB49E3CA29C140014DB424024E41A089B06100CB29C1D044D84020024E4140F1636C35CB29C130CD3B3E3D024E41E0A370FD58CB29C11026534555024E41603255F088CB29C1404ED1A977024E41206519228CCC29C100C3649231034E4160006F21A2D029C1C05296490F064E41A0B20CF1FCD329C12097FF7875084E41800D4FCFA2D429C1801D3877E4084E41005D6D2551D529C1F0C039F3E3094E41A0F1D2ED5FD529C100560E9DF9094E41006F81241FD529C100560EF5F9094E41205A64DBF1D429C1305C8F32FA094E41207502DA73D629C1A0559FCB0B0C4E41A05E296BA3D729C16029CB50BF0C4E41C06B09F9E0DB29C1002B874E43104E41A011A55D59DD29C1704DF3A665114E4180976ED22BDE29C1E08C28FD07124E41A0E8488E43DE29C1A00A465D27124E41C03099AA7FE029C140AD6936FA134E414008AC3CBAE029C100BC05C210144E41609FABADC8E029C150D1914C35144E4100341116C0E129C1E08AFDA509154E41A089B08149E229C130C4B1DEA3154E41403EE8B997E229C1F095B25412164E41A013D06405E329C1E0B5840CC8164E4140E8D98C45E329C1608638CE32174E414067442976E329C1A09BC4487A174E41C06D34C096E329C1E002096AB6174E416017B7719CE329C160984C8DB9174E4160B3EA33A8E329C12097FFF0E2174E41C020B0B2E8E329C1C0C1178657184E418073465416E429C1500E2D1ACB184E41A0DFBE2E57E429C150302A71C6194E41E05F760F83E429C100F775B86D1A4E4120F241EF93E429C140575B91B11A4E41C03B4E91A6E429C1F04A5976011B4E41A0C420B09CE429C1509FAB45331B4E41802497FF70E429C150A60A2E7C1B4E41002DB2DD49E429C1409B5577A21B4E41A067B30A43E429C17081044DA71B4E41006822CC32E429C1B0D85FE6951B4E41809CA263FEE329C1408B6C1FC21B4E416005A3527EE329C14060E500261C4E41C0293A522AE329C110E02DB86A1C4E418016D96EF5E229C170E7FB69D81C4E41209E5EE90BE329C190900F3A411D4E41607424F723E329C1905CFE0B861D4E41E0B584FC45E329C110D044C8E31D4E416039B42857E329C150CA32F41B1E4E41403333B357E329C1709A77A41D1E4E4140992A78AAE329C16019E2D01F1F4E41C0BAB86DABE329C1D022DBD1281F4E4120FF21DDACE329C1404ED1D1311F4E41606666C6AEE329C120C05BD03A1F4E4160F08529B1E329C1200F0BCD431F4E41004B5906B4E329C1507B83C74C1F4E41A023B95CB7E329C1605452BF551F4E41A0438B2CBBE329C1A04C15B45E1F4E41A0218E75BFE329C140CF66A5671F4E41606B9A37C4E329C12073D792701F4E4180CE8872C9E329C12031087C791F4E4140A60A26CFE329C150598660821F4E412085EB51D5E329C14072F93F8B1F4E41C0AACFF5DBE329C1D012F219941F4E41A0A98211E3E329C150A60AEE9C1F4E41E0A59BA4EAE329C1F097DDBBA51F4E418016D9AEF2E329C120530583AE1F4E410020D22FFBE329C130431C43B71F4E4100022B2704E429C1301AC0FBBF1F4E41E0C56D940DE429C1E0B584ACC81F4E41C08F317717E429C150C80755D11F4E4140840DCF21E429C1904AEAF4D91F4E4100917E9B2CE429C11061C38BE21F4E4160DA1BDC37E429C110BE3019EB1F4E416032559043E429C1B013D09CF31F4E41606B9AB74FE429C130CD3B16FC1F4E41C07268515CE429C1C0E3148504204E41A01A2F5D69E429C15050FCE80C204E4140355EDA76E429C15037894115204E41C05D4BC884E429C1901F638E1D204E4180931804EBE429C1A04C15EC5F204E41806CE73B2AE629C1A067B3AA14214E4160B3EA1301E829C110FBCB2E52224E41809ECD2A38E829C110D044E882224E4140D6C5CD58E829C1709A775CAB224E41202653A577E829C1D034EFD0DD224E4180A52C038CE829C140B4C82E1E234E41201DC9C5B6E829C110D044789A234E41C076BEFFC8E829C1C0309982DC234E4180832F8C55E929C1E0C798D307264E4160226C7835E929C100BC05EA0B264E41E000DEE2B7E029C1D0A370DD20274E41E078E90607E129C130992AC818284E418041600560E029C1904AEA5471284E4140F1638CDDD329C170787AED47284E4100A16793EDCF29C190C2F58863274E41A067B3AA6CC829C19028ED7550274E41C019517A81C529C1C00512A4BA274E41001973173CC329C160E5D0B2BD274E41A0EFA7064BC229C1D05D4BB858274E41003B704E5DBF29C1400378B3A5274E4140BF7D9D06BE29C170469486F0274E4120211F74D7BA29C1E05F762FE6274E418006F0D605B529C140355E7ACD274E41","1","1","43826.823725","PROVINCE DE NOUACEUR","MUNICIPALITE NOUACEUR",NULL,"43826.823725",20,"PA PHASE AVANT CTL","126050193.014","52619.8748407",NULL
2,"01060000204F66000001000000010300000001000000F0000000C066D5677F0D2AC120287E04FA2B4E41A0B43778D90D2AC120D26FF7B9294E41C0EC9EFC6B082AC120B9FCCF80294E4140C6DCD5A9072AC1B047E15AD2294E41A0438BEC6A062AC1009A087B592A4E416054528760062AC1904160355D2A4E41E03FA4BF55062AC1D09AE6DD602A4E4140AB3E974A062AC1B015FB73642A4E4100E02D103F062AC1704DF3F6672A4E4120287E2C33062AC1803F35666B2A4E41609621EE26062AC150302AC16E2A4E4180FD65571A062AC1801D3807722A4E4100C3646A0D062AC110D9CE37752A4E4180B96B2900062AC160EE5A52782A4E4120EBE296F2052AC1200456567B2A4E41A02A18B5E4052AC1303333437E2A4E4160666686D6052AC120B07218812A4E4120166A0DC8052AC1706891D5832A4E41807AA54CB9052AC13065197A862A4E4120D49A46AA052AC190218E05892A4E4120ED0DFE9A052AC120C286778B2A4E41003D9B758B052AC1E04F8DCF8D2A4E414072F9AF7B052AC130EF380D902A4E414072F9AF6B052AC130992A30922A4E4180EB51785B052AC120B9FC37942A4E41C015FB0B4B052AC1D0D55624962A4E4140D6C56D3A052AC1F075E0F4972A4E41E02D90A029052AC1F0F44AA9992A4E41E06F5FA718052AC1F0F44A419B2A4E4160B81E8507052AC150D191BC9C2A4E416091ED3CF6042AC1B047E11A9E2A4E416017B7D1E4042AC1B015FB5B9F2A4E41C0B88D46D3042AC1A0CDAA7FA02A4E41E0361AE0D1042AC1B02E6ED39F2A4E4140B6F31DCB042AC1C0B88D26982A4E41C0F3FDB4A7042AC160545227992A4E41A057CAB234042AC1A0D634576F2A4E41004B590698032AC180832FEC342A4E4140AB3EB764022AC1709CA2B3392A4E4140B6F33D4C012AC1A01A2FC53E2A4E41A0A22359A2FF29C1605DDCE6252A4E41C005125408FE29C18038D68D0E2A4E41806132F5F7FC29C1701B0D70E4294E4180EB5158CFFB29C160D3BC43CA294E41C0EC9E5C03FB29C1D0AACFFDA8294E410042CF26D8FA29C190317795B6294E41004FAFB4ACF429C1F0D9AC6A5C294E41C017267334F129C180C0CA49A3284E4120C9E5DF76EF29C18004C5CFE0264E41A08251E97CEE29C1E0F97EA215264E41204A7BC367EC29C1C03923A2A3254E41E068002F59E929C1B0F3FD5C07264E4180832F8C55E929C1E0C798D307264E41C076BEFFC8E829C1C0309982DC234E41201DC9C5B6E829C110D044789A234E4180A52C038CE829C140B4C82E1E234E41202653A577E829C1D034EFD0DD224E4140D6C5CD58E829C1709A775CAB224E41809ECD2A38E829C110D044E882224E4160B3EA1301E829C110FBCB2E52224E41806CE73B2AE629C1A067B3AA14214E4180931804EBE429C1A04C15EC5F204E41C05D4BC884E429C1901F638E1D204E4140355EDA76E429C15037894115204E41A01A2F5D69E429C15050FCE80C204E41C07268515CE429C1C0E3148504204E41606B9AB74FE429C130CD3B16FC1F4E416032559043E429C1B013D09CF31F4E4160DA1BDC37E429C110BE3019EB1F4E4100917E9B2CE429C11061C38BE21F4E4140840DCF21E429C1904AEAF4D91F4E41C08F317717E429C150C80755D11F4E41E0C56D940DE429C1E0B584ACC81F4E4100022B2704E429C1301AC0FBBF1F4E410020D22FFBE329C130431C43B71F4E418016D9AEF2E329C120530583AE1F4E41E0A59BA4EAE329C1F097DDBBA51F4E41A0A98211E3E329C150A60AEE9C1F4E41C0AACFF5DBE329C1D012F219941F4E412085EB51D5E329C14072F93F8B1F4E4140A60A26CFE329C150598660821F4E4180CE8872C9E329C12031087C791F4E41606B9A37C4E329C12073D792701F4E41A0218E75BFE329C140CF66A5671F4E41A0438B2CBBE329C1A04C15B45E1F4E41A023B95CB7E329C1605452BF551F4E41004B5906B4E329C1507B83C74C1F4E4160F08529B1E329C1200F0BCD431F4E41606666C6AEE329C120C05BD03A1F4E4120FF21DDACE329C1404ED1D1311F4E41C0BAB86DABE329C1D022DBD1281F4E4140992A78AAE329C16019E2D01F1F4E41403333B357E329C1709A77A41D1E4E416039B42857E329C150CA32F41B1E4E41E0B584FC45E329C110D044C8E31D4E41607424F723E329C1905CFE0B861D4E41209E5EE90BE329C190900F3A411D4E418016D96EF5E229C170E7FB69D81C4E41C0293A522AE329C110E02DB86A1C4E416005A3527EE329C14060E500261C4E41809CA263FEE329C1408B6C1FC21B4E41006822CC32E429C1B0D85FE6951B4E41A067B30A43E429C17081044DA71B4E41002DB2DD49E429C1409B5577A21B4E41802497FF70E429C150A60A2E7C1B4E41A0C420B09CE429C1509FAB45331B4E41C03B4E91A6E429C1F04A5976011B4E4120F241EF93E429C140575B91B11A4E41E05F760F83E429C100F775B86D1A4E41A0DFBE2E57E429C150302A71C6194E418073465416E429C1500E2D1ACB184E41C020B0B2E8E329C1C0C1178657184E4160B3EA33A8E329C12097FFF0E2174E416017B7719CE329C160984C8DB9174E41C06D34C096E329C1E002096AB6174E414067442976E329C1A09BC4487A174E4140E8D98C45E329C1608638CE32174E41A013D06405E329C1E0B5840CC8164E41403EE8B997E229C1F095B25412164E41A089B08149E229C130C4B1DEA3154E4100341116C0E129C1E08AFDA509154E41609FABADC8E029C150D1914C35144E414008AC3CBAE029C100BC05C210144E41C03099AA7FE029C140AD6936FA134E41A0E8488E43DE29C1A00A465D27124E4180976ED22BDE29C1E08C28FD07124E41A011A55D59DD29C1704DF3A665114E41C06B09F9E0DB29C1002B874E43104E41A05E296BA3D729C16029CB50BF0C4E41207502DA73D629C1A0559FCB0B0C4E41205A64DBF1D429C1305C8F32FA094E41006F81241FD529C100560EF5F9094E41A0F1D2ED5FD529C100560E9DF9094E41005D6D2551D529C1F0C039F3E3094E41800D4FCFA2D429C1801D3877E4084E41A0B20CF1FCD329C12097FF7875084E4160006F21A2D029C1C05296490F064E41206519228CCC29C100C3649231034E41603255F088CB29C1404ED1A977024E41E0A370FD58CB29C11026534555024E4140F1636C35CB29C130CD3B3E3D024E41E06800EFF9DA29C150158C1233054E414094F6A653E529C100F016D80E064E41C0CAA14570F229C1A04E404395054E41802D21BF3EFD29C100341186D0084E41A01C5AA449FD29C1B069DE19D1084E41E0ACFABC54FF29C130C4B16E5F094E412061C353C7FF29C1A0B437586C094E41C0C11726532A2AC1A0779CB295094E4160423EC8562A2AC14060E5A095094E41E0BCE3F41A3A2AC1604469EF8B114E4140621038163A2AC16029CBE08E114E41807CD053A43B2AC1006F81F481124E4180BE9FBA9E3B2AC1607FD9758B124E4140992AF8C23B2AC1A00A46BD9E124E4160643BBF483C2AC1C06B09D1C9124E4140D6C5ADAC3C2AC1E0F0F4DAFB124E41E02B6519F03C2AC1E06A2BF625134E41C07BF2F00F3D2AC120FDF6DD4F134E4140598698343D2AC15037896167134E4120C9E51F0E3E2AC1B0605432CC134E41E01B7C21C93E2AC1A011A56D0A144E4140D8F074FA3F2AC1709CA26B10144E41403789C1A73F2AC1A033A29C33154E412097FF700B432AC1D0C3427567154E4160E5D0C27A422AC150FC181B06174E4100C3648ACE442AC170A3013CFB164E41003B706E9E482AC1C0CAA1F5E9164E4140355E5ABE4C2AC1905CFE1BCB164E4120B9FC67DE4C2AC1B025E4CBD1164E410088F41B1E4E2AC1A0081B4ECE164E41C0D32BA57B4E2AC1C030994ACE164E418036ABFE814E2AC1E0BE0E3CFA164E4100AAF1F2C24E2AC170689175D7174E4100D578C9314F2AC1F0285C7777184E41004FAFB4FF4E2AC1A0EFA706BD184E41E08C28CD6B4E2AC100917E93CE184E41201895F4864D2AC18014AE2FE5184E41A0CB7FE8F2492AC1D010C7820E194E4120C05B2090482AC1206C788A1C194E412018951494482AC120A089904E194E41600E2D729A482AC180FB3A189F194E41608FC295AA452AC1C0DA8A75601A4E4100E9B7EF37442AC1D0E53FACB51A4E41008F53349C432AC1D054C1B0CC1A4E41204A7B430F432AC170A301F4E11A4E41006F81243C432AC190F60607F71A4E4100B5A6994E422AC1402575EA661C4E41606FF0A51F412AC1401361B3981D4E418016D90E06412AC1800B2498E41E4E4100D578C96F402AC1A0E61D4F8B1F4E41E044D810FC3C2AC1C07D1DE0D4214E4100B37B525F302AC190438B6CA8224E41E0BCE3541D2F2AC1A0559F93C7224E410024281E102F2AC160B1BF14D7224E4160BA494CAB2E2AC1005D6D2D10234E4140FAED8BF92D2AC160AA60A44D234E41C07BF2B0F82C2AC130ED0D7EA7234E41C042AD09092C2AC19075714BEC234E410044FA4D742B2AC1507424EF10244E41205C8FA2252B2AC17093188428244E41200F0B15042B2AC1306EA30149244E4160CA3244EA2A2AC1007F6A9468244E416088635DC62A2AC1F03845B778244E4160810485DC292AC170E09C71A7244E4140E17AB415292AC1E0B584A4CF244E41A0B20CF174272AC1F05A42EE1F254E41408B6C27D1262AC1305EBA9941254E41204850FCB4262AC1B069DED150254E41E0D9AC1AE2262AC1304CA6BA59254E410010E917B5272AC1E03D79807E254E41208E75B1CF272AC1001973DFAA254E41E01B7CA104282AC150E3A5CB30264E41A0EFA7C66E282AC180F4DB770F274E4180BE9F1AD5282AC1A0559FD3C3274E41A001BC45FB282AC1E0D7819B19284E41205C8F2234292AC1E0839E4D74284E41C0E1E9D504292AC1D009686A83284E416009F900D8262AC1706FF0C5C7284E41E0ACFA5CDC262AC100917E2BE6284E41C0847C70EA262AC1D034EF5048294E410068222CDC262AC19028ED4D91294E4140B6F35DC8262AC170029AE0B2294E41C0E53F84BC262AC190F606F7C6294E41A0E848CED3252AC1E0AE2554F2294E4120D9CE37C7252AC1A033A2ACF4294E41A0F1D28DBD252AC1C01E85BBF3294E41A0B20C5126232AC1F07C3F2D742A4E41E04F8D97DE222AC12095D4F1652A4E41E0E9955208212AC1E00B93791C2A4E412090A098C71D2AC1A0BB9658EF294E41C0AACF153B1C2AC110D7A348EA294E41C0FEB2DB101A2AC13018959C2E2A4E4100D7A3107C182AC1705F07366A2A4E4140EA041421172AC140674439BB2A4E4140BD52D695152AC1B0605432FC2A4E41807AA5AC0C132AC1303CBDD2602B4E41E0C9C382A20F2AC1E0581727D82B4E4180832F4C720E2AC1D009681AF02B4E41C066D5677F0D2AC120287E04FA2B4E41","2","2","55407.9301404","PROVINCE DE NOUACEUR","COMMUNE RURALE OULED SALEH",NULL,"55407.9301404",22,"PA ENQUETE PUBLIQUE","194194679.392","66485.5647037",NULL
